Player,School,Rating,School_key,Conf,conf_tier,penalty_conf,Rating_add,conf_mult,gap,Rating_conf
Terrance Jones,Norfolk St.,71.4,norfolk st,MEAC,low,-2,69.4,0.7,0,90
Jasman Sangha,Canisius,71.4,canisius,MAAC,low,-2,69.4,0.7,0,90
Justus Jackson,Tennessee St.,71.4,tennessee st,OVC,low,-2,69.4,0.7,0,90
Jack Campion,Southern Indiana,71.4,southern indiana,OVC,low,-2,69.4,0.7,0,90
Davin Cosby Jr.,Wake Forest,71.4,wake forest,ACC,tier1,0.8,72.2,1,0,90
Brennen Burns,Sam Houston St.,71.4,sam houston st,CUSA,mid,-0.4,71,0.9,0,90
Juke Harris,Wake Forest,71.4,wake forest,ACC,tier1,0.8,72.2,1,0,90
Iverson King,Presbyterian,71.4,presbyterian,Big South,low,-2,69.4,0.7,0,90
Lucas Taylor,Syracuse,71.3,syracuse,ACC,tier1,0.8,72.1,1,0,90
Dionte Johnson,North Carolina Central,71.3,north carolina central,MEAC,low,-2,69.3,0.7,0,90
Dylan James,Georgia,71.3,georgia,SEC,tier1,0.8,72.1,1,0,90
N'famara Dabo,Brown,71.3,brown,Ivy League,low,-2,69.3,0.7,0,90
Dominic Pangonis,Stephen F. Austin,71.3,stephen f austin,Southland,low,-2,69.3,0.7,0,90
Dylan Dawson,Texas St.,71.2,texas st,Sun Belt,mid,-0.4,70.8,0.9,0,90
Brandyn Talbot,UT Arlington,71.2,ut arlington,WAC,mid,-0.4,70.8,0.9,0,90
Julius Rollins,Western Illinois,71.2,western illinois,OVC,low,-2,69.2,0.7,0,90
Ibu Yamazaki,Radford,71.2,radford,Big South,low,-2,69.2,0.7,0,90
Bryan Ndjonga,Central Michigan,71.2,central michigan,MAC,low,-2,69.2,0.7,0,90
Chris Johnson,Stephen F. Austin,71.2,stephen f austin,Southland,low,-2,69.2,0.7,0,90
Sam Wright,Colgate,71.2,colgate,Patriot,low,-2,69.2,0.7,0,90
Keynan Davis,The Citadel,71.2,the citadel,SoCon,low,-2,69.2,0.7,0,90
Frankquon Sherman,Kennesaw St.,71.2,kennesaw st,CUSA,mid,-0.4,70.8,0.9,0,90
Max Murrell,UC Santa Barbara,71.1,uc santa barbara,Big West,low,-2,69.1,0.7,0,90
PJ Carter,Memphis,71.1,memphis,AAC,mid,-0.4,70.69999999999999,0.9,0,90
Isaac Johnson,Utah St.,71.1,utah st,Mountain West,tier1,0.8,71.89999999999999,1,0,90
Luke Northweather,Oklahoma,71.1,oklahoma,SEC,tier1,0.8,71.89999999999999,1,0,90
Geoff Sprouse,American,71.1,american,Patriot,low,-2,69.1,0.7,0,90
Marcus Tankersley,Alcorn St.,71.1,alcorn st,SWAC,low,-2,69.1,0.7,0,90
Tyren Moore,UAB,71.1,uab,AAC,mid,-0.4,70.69999999999999,0.9,0,90
Julius Ellerbe III,Coppin St.,71.1,coppin st,MEAC,low,-2,69.1,0.7,0,90
Jacob Dar,Rice,71.1,rice,AAC,mid,-0.4,70.69999999999999,0.9,0,90
Kam Martin,Long Beach St.,71.1,long beach st,Big West,low,-2,69.1,0.7,0,90
Clark Slajchert,USC,71,usc,Big Ten,tier1,0.8,71.8,1,0,90
Ose Okojie,Howard,71,howard,MEAC,low,-2,69,0.7,0,90
Youssef Khayat,Bowling Green,71,bowling green,MAC,low,-2,69,0.7,0,90
Marshal Destremau,UT Rio Grande Valley,71,ut rio grande valley,Southland,low,-2,69,0.7,0,90
Michael Belle,VCU,71,vcu,A10,mid,-0.4,70.6,0.9,0,90
Collin O'Connor,Stony Brook,71,stony brook,CAA,low,-2,69,0.7,0,90
TJ Thomas,Texas A&M Commerce,71,texas a m commerce,Southland,low,-2,69,0.7,0,90
Corey Thomas,Bradley,71,bradley,MVC,mid,-0.4,70.6,0.9,0,90
Kade Ruegsegger,Morehead St.,71,morehead st,OVC,low,-2,69,0.7,0,90
Will Hornseth,Northern Iowa,71,northern iowa,MVC,mid,-0.4,70.6,0.9,0,90
Brendan Wenzel,TCU,70.9,tcu,B12,tier1,0.8,71.7,1,0,90
Max Burchill,South Dakota,70.9,south dakota,Summit League,low,-2,68.9,0.7,0,90
Aidan Noyes,Belmont,70.9,belmont,MVC,mid,-0.4,70.5,0.9,0,90
Xavier Amos,Wisconsin,70.9,wisconsin,Big Ten,tier1,0.8,71.7,1,0,90
Vincent Iwuchukwu,St. John's,70.9,st john s,Big East,tier1,0.8,71.7,1,0,90
Demarion Burch,Bradley,70.9,bradley,MVC,mid,-0.4,70.5,0.9,0,90
Bobby Rosenberger,Saint Francis,70.9,saint francis,NEC,low,-2,68.9,0.7,0,90
Rihards Vavers,Washington St.,70.9,washington st,WCC,mid,-0.4,70.5,0.9,0,90
Ahmad Nowell,Connecticut,70.9,connecticut,Big East,tier1,0.8,71.7,1,0,90
Nikita Konstantynovskyi,Notre Dame,70.8,notre dame,ACC,tier1,0.8,71.6,1,0,90
Josiah Hammons,Sam Houston St.,70.8,sam houston st,CUSA,mid,-0.4,70.39999999999999,0.9,0,90
Solomon Callaghan,Wright St.,70.8,wright st,Horizon,low,-2,68.8,0.7,0,90
Kobe Newton,Wyoming,70.8,wyoming,Mountain West,tier1,0.8,71.6,1,0,90
Tsvet Sotirov,Northern Illinois,70.8,northern illinois,MAC,low,-2,68.8,0.7,0,90
Randall Pettus II,Northern Kentucky,70.8,northern kentucky,Horizon,low,-2,68.8,0.7,0,90
Isaia Howard,Drake,70.8,drake,MVC,mid,-0.4,70.39999999999999,0.9,0,90
Jordy Barnes,Utah St.,70.8,utah st,Mountain West,tier1,0.8,71.6,1,0,90
Sebastian Rancik,Colorado,70.8,colorado,B12,tier1,0.8,71.6,1,0,90
Pearson Carmichael,Boise St.,70.8,boise st,Mountain West,tier1,0.8,71.6,1,0,90
Fraser Roxburgh,Manhattan,70.8,manhattan,MAAC,low,-2,68.8,0.7,0,90
Emmanuel Tshimanga,New Mexico St.,70.7,new mexico st,CUSA,mid,-0.4,70.3,0.9,0,90
Quincy Ademokoya,South Florida,70.7,south florida,AAC,mid,-0.4,70.3,0.9,0,90
Zion Bethea,Pepperdine,70.7,pepperdine,WCC,mid,-0.4,70.3,0.9,0,90
Julian Roper II,Notre Dame,70.7,notre dame,ACC,tier1,0.8,71.5,1,0,90
Vasilije Vucinic,Weber St.,70.7,weber st,Big Sky,low,-2,68.7,0.7,0,90
Dionjahe Thomas,Southern,70.7,southern,SWAC,low,-2,68.7,0.7,0,90
Deon Perry,Fairfield,70.7,fairfield,MAAC,low,-2,68.7,0.7,0,90
Chandler Baker,Colgate,70.7,colgate,Patriot,low,-2,68.7,0.7,0,90
Jordan Johnson,Southern,70.7,southern,SWAC,low,-2,68.7,0.7,0,90
Demarco Bethea,Texas A&M Commerce,70.7,texas a m commerce,Southland,low,-2,68.7,0.7,0,90
Jeremy Clayville,Saint Francis,70.7,saint francis,NEC,low,-2,68.7,0.7,0,90
K.J. Windham,Northwestern,70.7,northwestern,Big Ten,tier1,0.8,71.5,1,0,90
"Troy Cole, Jr.",Southeast Missouri St.,70.7,southeast missouri st,OVC,low,-2,68.7,0.7,0,90
Justin Bieker,Utah Tech,70.6,utah tech,WAC,mid,-0.4,70.19999999999999,0.9,0,90
Ahron Ulis,Nebraska,70.6,nebraska,Big Ten,tier1,0.8,71.39999999999999,1,0,90
Jhaylon Martinez,Niagara,70.6,niagara,MAAC,low,-2,68.6,0.7,0,90
Trae English,Nicholls St.,70.6,nicholls st,Southland,low,-2,68.6,0.7,0,90
Sam Lecholat,Montana St.,70.6,montana st,Big Sky,low,-2,68.6,0.7,0,90
Denzel Aberdeen,Florida,70.6,florida,SEC,tier1,0.8,71.39999999999999,1,0,90
Emmanuel Ogbole,Rutgers,70.6,rutgers,Big Ten,tier1,0.8,71.39999999999999,1,0,90
Nasir Mann,Queens,70.6,queens,ASUN,low,-2,68.6,0.7,0,90
Tony Duckett,San Diego,70.6,san diego,WCC,mid,-0.4,70.19999999999999,0.9,0,90
Zion Russell,Niagara,70.5,niagara,MAAC,low,-2,68.5,0.7,0,90
Jayhlon Young,Maryland,70.5,maryland,Big Ten,tier1,0.8,71.3,1,0,90
Dorian Finister,Sam Houston St.,70.5,sam houston st,CUSA,mid,-0.4,70.1,0.9,0,90
Ethan Pickett,Illinois Chicago,70.5,illinois chicago,MVC,mid,-0.4,70.1,0.9,0,90
Divine Ugochukwu,Miami FL,70.5,miami fl,ACC,tier1,0.8,71.3,1,0,90
James Patterson,Iona,70.5,iona,MAAC,low,-2,68.5,0.7,0,90
Cam Bryant,Mercer,70.4,mercer,SoCon,low,-2,68.4,0.7,0,90
Abdoulaye Thiam,High Point,70.4,high point,Big South,low,-2,68.4,0.7,0,90
Sebastian Robinson,NJIT,70.4,njit,AEC,low,-2,68.4,0.7,0,90
JJ Taylor,UCF,70.4,ucf,B12,tier1,0.8,71.2,1,0,90
Tom Beattie,Hawaii,70.4,hawaii,Big West,low,-2,68.4,0.7,0,90
Chris Arias,Jacksonville,70.4,jacksonville,ASUN,low,-2,68.4,0.7,0,90
Zion Richardson,Cal St. Fullerton,70.4,cal st fullerton,Big West,low,-2,68.4,0.7,0,90
Dior Johnson,UCF,70.3,ucf,B12,tier1,0.8,71.1,1,0,90
Jayden Williams,Dartmouth,70.3,dartmouth,Ivy League,low,-2,68.3,0.7,0,90
Mac Wrecke,Green Bay,70.3,green bay,Horizon,low,-2,68.3,0.7,0,90
Gavin Griffiths,Nebraska,70.3,nebraska,Big Ten,tier1,0.8,71.1,1,0,90
Jaden Jackson,South Dakota St.,70.3,south dakota st,Summit League,low,-2,68.3,0.7,0,90
Jamine Charles,Florida A&M,70.3,florida a m,SWAC,low,-2,68.3,0.7,0,90
Blake Lander,LIU,70.3,liu,NEC,low,-2,68.3,0.7,0,90
Malcolm Christie,Oakland,70.3,oakland,Horizon,low,-2,68.3,0.7,0,90
Jovan Milicevic,New Mexico,70.3,new mexico,Mountain West,tier1,0.8,71.1,1,0,90
Jalen Jackson,Western Kentucky,70.2,western kentucky,CUSA,mid,-0.4,69.8,0.9,0,90
Ze'rik Onyema,Texas,70.2,texas,SEC,tier1,0.8,71,1,0,90
Griffin Barrouk,Sacred Heart,70.2,sacred heart,MAAC,low,-2,68.2,0.7,0,90
Veljko Ilic,Loyola MD,70.2,loyola md,Patriot,low,-2,68.2,0.7,0,90
Timmy Adedire,North Carolina Central,70.2,north carolina central,MEAC,low,-2,68.2,0.7,0,90
Zae Blake,Wagner,70.2,wagner,NEC,low,-2,68.2,0.7,0,90
Louis Bleechmore,Fairfield,70.2,fairfield,MAAC,low,-2,68.2,0.7,0,90
Robert Jennings,Oklahoma St.,70.2,oklahoma st,B12,tier1,0.8,71,1,0,90
Peyton Smith,Fairfield,70.2,fairfield,MAAC,low,-2,68.2,0.7,0,90
Grady Lewis,Cal St. Northridge,70.2,cal st northridge,Big West,low,-2,68.2,0.7,0,90
Kamrin Oriol,North Florida,70.2,north florida,ASUN,low,-2,68.2,0.7,0,90
Reece Robinson,Cleveland St.,70.2,cleveland st,Horizon,low,-2,68.2,0.7,0,90
Yoav Berman,Queens,70.2,queens,ASUN,low,-2,68.2,0.7,0,90
Raleigh Burgess,Purdue,70.2,purdue,Big Ten,tier1,0.8,71,1,0,90
Micah Robinson,TCU,70.2,tcu,B12,tier1,0.8,71,1,0,90
Oakland Fort,Northern Arizona,70.1,northern arizona,Big Sky,low,-2,68.1,0.7,0,90
Jacob Wilson,Louisiana Monroe,70.1,louisiana monroe,Sun Belt,mid,-0.4,69.69999999999999,0.9,0,90
Anthony McComb III,New Hampshire,70.1,new hampshire,AEC,low,-2,68.1,0.7,0,90
Jordan Tillmon,Prairie View A&M,70.1,prairie view a m,SWAC,low,-2,68.1,0.7,0,90
Jaylen Wysinger,Texas Southern,70.1,texas southern,SWAC,low,-2,68.1,0.7,0,90
Jaydon Young,Virginia Tech,70.1,virginia tech,ACC,tier1,0.8,70.89999999999999,1,0,90
Conrad Martinez,Arizona,70.1,arizona,B12,tier1,0.8,70.89999999999999,1,0,90
Aidan Cammann,Stanford,70.1,stanford,ACC,tier1,0.8,70.89999999999999,1,0,90
"Dennis Parker, Jr.",N.C. State,70.1,n c state,ACC,tier1,0.8,70.89999999999999,1,0,90
Charles Johnston,Furman,70.1,furman,SoCon,low,-2,68.1,0.7,0,90
Jackson Greene,Idaho St.,70.1,idaho st,Big Sky,low,-2,68.1,0.7,0,90
Dante Harris,Memphis,70,memphis,AAC,mid,-0.4,69.6,0.9,0,90
Juhlawnei Stone,Stephen F. Austin,70,stephen f austin,Southland,low,-2,68,0.7,0,90
Ja'Heim Hudson,Auburn,70,auburn,SEC,tier1,0.8,70.8,1,0,90
Joshua Streit,Nebraska Omaha,70,nebraska omaha,Summit League,low,-2,68,0.7,0,90
Ben Shtolzberg,UC Santa Barbara,70,uc santa barbara,Big West,low,-2,68,0.7,0,90
Collin Mulholland,Chattanooga,70,chattanooga,SoCon,low,-2,68,0.7,0,90
Maki Johnson,East Tennessee St.,70,east tennessee st,SoCon,low,-2,68,0.7,0,90
Jayden Hastings,Boston College,70,boston college,ACC,tier1,0.8,70.8,1,0,90
AJ Bates,Louisiana Tech,70,louisiana tech,CUSA,mid,-0.4,69.6,0.9,0,90
Ben Hammond,Virginia Tech,70,virginia tech,ACC,tier1,0.8,70.8,1,0,90
Cole McCormick,Central Arkansas,70,central arkansas,ASUN,low,-2,68,0.7,0,90
Jaylin Jackson-Posey,Texas Southern,69.9,texas southern,SWAC,low,-2,67.9,0.7,0,90
Oscar Berry,North Florida,69.9,north florida,ASUN,low,-2,67.9,0.7,0,90
Nigel Burris,Weber St.,69.9,weber st,Big Sky,low,-2,67.9,0.7,0,90
Bryce Eaton,Saint Peter's,69.9,saint peter s,MAAC,low,-2,67.9,0.7,0,90
Brooklyn Hicks,UNLV,69.9,unlv,Mountain West,tier1,0.8,70.7,1,0,90
DaSean Stevens,Seattle,69.9,seattle,WAC,mid,-0.4,69.5,0.9,0,90
Mason Ritter,Columbia,69.9,columbia,Ivy League,low,-2,67.9,0.7,0,90
Melvyn Ebonkoli,UMKC,69.8,umkc,Summit League,low,-2,67.8,0.7,0,90
Shaqir O'Neal,Florida A&M,69.8,florida a m,SWAC,low,-2,67.8,0.7,0,90
Riley Mulvey,Iowa,69.8,iowa,Big Ten,tier1,0.8,70.6,1,0,90
Harry Wessels,Saint Mary's,69.8,saint mary s,WCC,mid,-0.4,69.39999999999999,0.9,0,90
Bryant Selebangue,McNeese St.,69.8,mcneese st,Southland,low,-2,67.8,0.7,0,90
Kyrese Mullen,Hampton,69.8,hampton,CAA,low,-2,67.8,0.7,0,90
Jameel Brown,Temple,69.8,temple,AAC,mid,-0.4,69.39999999999999,0.9,0,90
Ladji Dembele,Iowa,69.8,iowa,Big Ten,tier1,0.8,70.6,1,0,90
Denzel Hines,Coastal Carolina,69.8,coastal carolina,Sun Belt,mid,-0.4,69.39999999999999,0.9,0,90
Del Jones,Clemson,69.8,clemson,ACC,tier1,0.8,70.6,1,0,90
Trent Noah,Kentucky,69.8,kentucky,SEC,tier1,0.8,70.6,1,0,90
Ahmir Langlais,Tennessee St.,69.7,tennessee st,OVC,low,-2,67.7,0.7,0,90
David Early,Radford,69.7,radford,Big South,low,-2,67.7,0.7,0,90
Amir Nesbitt,Stonehill,69.7,stonehill,NEC,low,-2,67.7,0.7,0,90
Marcus Greene,Hawaii,69.7,hawaii,Big West,low,-2,67.7,0.7,0,90
Dylan Anderson,Boise St.,69.7,boise st,Mountain West,tier1,0.8,70.5,1,0,90
Darrion Baker,SIU Edwardsville,69.7,siu edwardsville,OVC,low,-2,67.7,0.7,0,90
Austin Swartz,Miami FL,69.7,miami fl,ACC,tier1,0.8,70.5,1,0,90
D'Aundre Samuels,Houston Christian,69.7,houston christian,Southland,low,-2,67.7,0.7,0,90
Sean Elkinton,Louisiana Tech,69.7,louisiana tech,CUSA,mid,-0.4,69.3,0.9,0,90
Joseph Venzant,Abilene Christian,69.6,abilene christian,WAC,mid,-0.4,69.19999999999999,0.9,0,90
Peter Oduro,Coppin St.,69.6,coppin st,MEAC,low,-2,67.6,0.7,0,90
Caleb Shaw,Grand Canyon,69.6,grand canyon,WAC,mid,-0.4,69.19999999999999,0.9,0,90
Cole Farrell,Portland St.,69.6,portland st,Big Sky,low,-2,67.6,0.7,0,90
Dylan Canoville,Jackson St.,69.6,jackson st,SWAC,low,-2,67.6,0.7,0,90
Quentin Bolton Jr.,Arkansas Pine Bluff,69.6,arkansas pine bluff,SWAC,low,-2,67.6,0.7,0,90
Dian Wright-Forde,Texas A&M Corpus Chris,69.6,texas a m corpus chris,Southland,low,-2,67.6,0.7,0,90
Abou Magassa,Wyoming,69.6,wyoming,Mountain West,tier1,0.8,70.39999999999999,1,0,90
Danilo Dozic,Pepperdine,69.6,pepperdine,WCC,mid,-0.4,69.19999999999999,0.9,0,90
Matthew Sells,Tennessee Tech,69.6,tennessee tech,OVC,low,-2,67.6,0.7,0,90
Michael Thomas,Louisiana,69.5,louisiana,Sun Belt,mid,-0.4,69.1,0.9,0,90
Alex Tew,Weber St.,69.5,weber st,Big Sky,low,-2,67.5,0.7,0,90
Legend Geeter,Detroit Mercy,69.5,detroit mercy,Horizon,low,-2,67.5,0.7,0,90
Kachi Nzeh,Penn St.,69.5,penn st,Big Ten,tier1,0.8,70.3,1,0,90
Brian Goracke,Montana St.,69.5,montana st,Big Sky,low,-2,67.5,0.7,0,90
Trent Perry,UCLA,69.5,ucla,Big Ten,tier1,0.8,70.3,1,0,90
Jordan Mizell,Tarleton St.,69.5,tarleton st,WAC,mid,-0.4,69.1,0.9,0,90
Grayson Carter,Texas Southern,69.4,texas southern,SWAC,low,-2,67.4,0.7,0,90
AJ George,SMU,69.4,smu,ACC,tier1,0.8,70.2,1,0,90
Denver Anglin,Rice,69.4,rice,AAC,mid,-0.4,69,0.9,0,90
Landon Moore,Butler,69.4,butler,Big East,tier1,0.8,70.2,1,0,90
Bowen Hardman,Akron,69.4,akron,MAC,low,-2,67.4,0.7,0,90
"Orlando Horton, Jr.",Prairie View A&M,69.4,prairie view a m,SWAC,low,-2,67.4,0.7,0,90
Ian Smikle,Tulsa,69.4,tulsa,AAC,mid,-0.4,69,0.9,0,90
Yacine Toumi,Seton Hall,69.3,seton hall,Big East,tier1,0.8,70.1,1,0,90
Jackson Threadgill,Appalachian St.,69.3,appalachian st,Sun Belt,mid,-0.4,68.89999999999999,0.9,0,90
Kimo Ferrari,San Diego St.,69.3,san diego st,Mountain West,tier1,0.8,70.1,1,0,90
Trae Benham,High Point,69.3,high point,Big South,low,-2,67.3,0.7,0,90
Jao Ituka,Jacksonville St.,69.3,jacksonville st,CUSA,mid,-0.4,68.89999999999999,0.9,0,90
Bryce Zephir,Montana St.,69.3,montana st,Big Sky,low,-2,67.3,0.7,0,90
Braden Appelhans,New Mexico,69.3,new mexico,Mountain West,tier1,0.8,70.1,1,0,90
Caleb Robinson,Nicholls St.,69.3,nicholls st,Southland,low,-2,67.3,0.7,0,90
Joshua Strong,Howard,69.3,howard,MEAC,low,-2,67.3,0.7,0,90
Elijah Elliott,Ohio,69.3,ohio,MAC,low,-2,67.3,0.7,0,90
Ben Nau,St. Thomas,69.2,st thomas,Summit League,low,-2,67.2,0.7,0,90
Jonathan Dunn,Coppin St.,69.2,coppin st,MEAC,low,-2,67.2,0.7,0,90
Isaiah Carr,Denver,69.2,denver,Summit League,low,-2,67.2,0.7,0,90
Chauncey Gibson,Prairie View A&M,69.2,prairie view a m,SWAC,low,-2,67.2,0.7,0,90
Shey Eberwein,South Dakota,69.2,south dakota,Summit League,low,-2,67.2,0.7,0,90
Paul Djobet,Miami FL,69.2,miami fl,ACC,tier1,0.8,70,1,0,90
Doryan Onwuchekwa,Georgia Tech,69.2,georgia tech,ACC,tier1,0.8,70,1,0,90
Linus Holmstrom,VMI,69.2,vmi,SoCon,low,-2,67.2,0.7,0,90
Daniel Johnson,Hampton,69.2,hampton,CAA,low,-2,67.2,0.7,0,90
Rickey Ballard,West Georgia,69.2,west georgia,ASUN,low,-2,67.2,0.7,0,90
Duane Posey,Texas Southern,69.1,texas southern,SWAC,low,-2,67.1,0.7,0,90
Larry Hughes II,Saint Louis,69.1,saint louis,A10,mid,-0.4,68.69999999999999,0.9,0,90
Ametri Moss,North Florida,69.1,north florida,ASUN,low,-2,67.1,0.7,0,90
Michael Evbagharu,Central Arkansas,69.1,central arkansas,ASUN,low,-2,67.1,0.7,0,90
Jazz Gardner,Pacific,69.1,pacific,WCC,mid,-0.4,68.69999999999999,0.9,0,90
"Paul McNeil, Jr.",N.C. State,69.1,n c state,ACC,tier1,0.8,69.89999999999999,1,0,90
Landyn Jumawan,Northwestern St.,69.1,northwestern st,Southland,low,-2,67.1,0.7,0,90
Anthony Blunt,UMass Lowell,69,umass lowell,AEC,low,-2,67,0.7,0,90
Anthony Morales,Kent St.,69,kent st,MAC,low,-2,67,0.7,0,90
Trey Moss,George Washington,69,george washington,A10,mid,-0.4,68.6,0.9,0,90
Braden Sparks,Fairfield,69,fairfield,MAAC,low,-2,67,0.7,0,90
Pip Ajayi,Bucknell,69,bucknell,Patriot,low,-2,67,0.7,0,90
Errol White,Lamar,69,lamar,Southland,low,-2,67,0.7,0,90
Jake Davis,Illinois,69,illinois,Big Ten,tier1,0.8,69.8,1,0,90
Tyler Betsey,Cincinnati,69,cincinnati,B12,tier1,0.8,69.8,1,0,90
Rahmir Moore,Wagner,68.9,wagner,NEC,low,-2,66.9,0.7,0,90
John Hugley IV,Xavier,68.9,xavier,Big East,tier1,0.8,69.7,1,0,90
Jayson Kent,Texas,68.9,texas,SEC,tier1,0.8,69.7,1,0,90
Allen Strothers,East Tennessee St.,68.9,east tennessee st,SoCon,low,-2,66.9,0.7,0,90
Breon Pass,N.C. State,68.9,n c state,ACC,tier1,0.8,69.7,1,0,90
Chas Kelley III,Boston College,68.9,boston college,ACC,tier1,0.8,69.7,1,0,90
Rayvon Griffith,Cincinnati,68.9,cincinnati,B12,tier1,0.8,69.7,1,0,90
Aidan Burke,UC San Diego,68.9,uc san diego,Big West,low,-2,66.9,0.7,0,90
Jack Daugherty,Illinois St.,68.9,illinois st,MVC,mid,-0.4,68.5,0.9,0,90
Amir Lindsey,Albany,68.9,albany,AEC,low,-2,66.9,0.7,0,90
Darius Robinson Jr.,Oral Roberts,68.9,oral roberts,Summit League,low,-2,66.9,0.7,0,90
Alvin Stredic,Mississippi Valley St.,68.8,mississippi valley st,SWAC,low,-2,66.8,0.7,0,90
Chris Moore,Auburn,68.8,auburn,SEC,tier1,0.8,69.6,1,0,90
Jerrell Colbert,SMU,68.8,smu,ACC,tier1,0.8,69.6,1,0,90
Isaac Traudt,Creighton,68.8,creighton,Big East,tier1,0.8,69.6,1,0,90
Isaac Harrell,Elon,68.8,elon,CAA,low,-2,66.8,0.7,0,90
Trent Middleton Jr.,Delaware,68.8,delaware,CAA,low,-2,66.8,0.7,0,90
Etienne Strothers,Hampton,68.8,hampton,CAA,low,-2,66.8,0.7,0,90
Assane Diop,Colorado,68.8,colorado,B12,tier1,0.8,69.6,1,0,90
William Kermoury,Northeastern,68.8,northeastern,CAA,low,-2,66.8,0.7,0,90
Caleb Walker,Air Force,68.8,air force,Mountain West,tier1,0.8,69.6,1,0,90
CJ Fredrick,Cincinnati,68.7,cincinnati,B12,tier1,0.8,69.5,1,0,90
Isaiah Addo-Ankrah,Denver,68.7,denver,Summit League,low,-2,66.7,0.7,0,90
Ismael Plet,Robert Morris,68.7,robert morris,Horizon,low,-2,66.7,0.7,0,90
Brayden Reynolds,Fairleigh Dickinson,68.7,fairleigh dickinson,NEC,low,-2,66.7,0.7,0,90
Justin Archer,Georgia St.,68.7,georgia st,Sun Belt,mid,-0.4,68.3,0.9,0,90
George Marshall,Morehead St.,68.7,morehead st,OVC,low,-2,66.7,0.7,0,90
Andre Nunley,Southern,68.7,southern,SWAC,low,-2,66.7,0.7,0,90
Carl Parrish,Presbyterian,68.7,presbyterian,Big South,low,-2,66.7,0.7,0,90
Fedor Zugic,Creighton,68.7,creighton,Big East,tier1,0.8,69.5,1,0,90
Tyler Linhardt,Idaho,68.6,idaho,Big Sky,low,-2,66.6,0.7,0,90
Regimantas Ciunys,UMBC,68.6,umbc,AEC,low,-2,66.6,0.7,0,90
PJ Hayes,Rutgers,68.6,rutgers,Big Ten,tier1,0.8,69.39999999999999,1,0,90
Mookie Cook,Oregon,68.6,oregon,Big Ten,tier1,0.8,69.39999999999999,1,0,90
Jalen Shelley,USC,68.6,usc,Big Ten,tier1,0.8,69.39999999999999,1,0,90
Rick Issanza,Loyola Marymount,68.5,loyola marymount,WCC,mid,-0.4,68.1,0.9,0,90
Braxton Meah,Nebraska,68.5,nebraska,Big Ten,tier1,0.8,69.3,1,0,90
Justin Amadi,Tulsa,68.5,tulsa,AAC,mid,-0.4,68.1,0.9,0,90
Eric Van Der Heijden,Campbell,68.5,campbell,CAA,low,-2,66.5,0.7,0,90
Quincy Allen,Chicago St.,68.5,chicago st,NEC,low,-2,66.5,0.7,0,90
Philip Byriel,Princeton,68.5,princeton,Ivy League,low,-2,66.5,0.7,0,90
Jace Posey,TCU,68.5,tcu,B12,tier1,0.8,69.3,1,0,90
Kael Combs,Drake,68.5,drake,MVC,mid,-0.4,68.1,0.9,0,90
Dusty Stromer,Gonzaga,68.5,gonzaga,WCC,mid,-0.4,68.1,0.9,0,90
Aidan Richard,Holy Cross,68.5,holy cross,Patriot,low,-2,66.5,0.7,0,90
Brandon Jennings,VCU,68.5,vcu,A10,mid,-0.4,68.1,0.9,0,90
Trey Parker,N.C. State,68.5,n c state,ACC,tier1,0.8,69.3,1,0,90
Malik Abdullahi,Princeton,68.5,princeton,Ivy League,low,-2,66.5,0.7,0,90
Ishan Sharma,Virginia,68.5,virginia,ACC,tier1,0.8,69.3,1,0,90
Garrett Sundra,Notre Dame,68.5,notre dame,ACC,tier1,0.8,69.3,1,0,90
Nate Johnson,Detroit Mercy,68.5,detroit mercy,Horizon,low,-2,66.5,0.7,0,90
Marcus Allen,Missouri,68.5,missouri,SEC,tier1,0.8,69.3,1,0,90
Paul Jones III,Winthrop,68.5,winthrop,Big South,low,-2,66.5,0.7,0,90
A.J. Wills,Wyoming,68.4,wyoming,Mountain West,tier1,0.8,69.2,1,0,90
Canin Jefferson,North Alabama,68.4,north alabama,ASUN,low,-2,66.4,0.7,0,90
Viljami Vartiainen,Weber St.,68.4,weber st,Big Sky,low,-2,66.4,0.7,0,90
Dayton Forsythe,Oklahoma,68.4,oklahoma,SEC,tier1,0.8,69.2,1,0,90
Urban Klavzar,Florida,68.4,florida,SEC,tier1,0.8,69.2,1,0,90
Jayce Nathaniel,Illinois Chicago,68.4,illinois chicago,MVC,mid,-0.4,68,0.9,0,90
Jayson Woodrich,Oakland,68.3,oakland,Horizon,low,-2,66.3,0.7,0,90
Will Berg,Purdue,68.3,purdue,Big Ten,tier1,0.8,69.1,1,0,90
Mike Woods,Navy,68.3,navy,Patriot,low,-2,66.3,0.7,0,90
Kody Williams,Hawaii,68.3,hawaii,Big West,low,-2,66.3,0.7,0,90
Jinwoo Kim,Navy,68.3,navy,Patriot,low,-2,66.3,0.7,0,90
Akira Jacobs,Hawaii,68.3,hawaii,Big West,low,-2,66.3,0.7,0,90
Anthony Robinson,Virginia,68.3,virginia,ACC,tier1,0.8,69.1,1,0,90
Aaron Hunkin-Claytor,Hawaii,68.3,hawaii,Big West,low,-2,66.3,0.7,0,90
Nate Ferguson,Drake,68.2,drake,MVC,mid,-0.4,67.8,0.9,0,90
Bostyn Holt,Florida St.,68.2,florida st,ACC,tier1,0.8,69,1,0,90
Zach Riley,Fordham,68.2,fordham,A10,mid,-0.4,67.8,0.9,0,90
